com.samsung.shealth.active_calories.goal,6307003,2
start_time,update_time,create_time,value,time_offset,deviceuuid,pkg_name,datauuid
2024-08-04 01:21:21.825,2024-08-04 01:21:21.828,2024-08-04 01:21:21.828,400,UTC-0700,3sHRV5oxWU,com.sec.android.app.shealth,9b5a5ecc-470c-4f83-9dfd-c06cfbf8f059,
