com.samsung.shealth.exercise.hr_zone,6307003,1
create_sh_ver,start_time,max_hr_custom,modify_sh_ver,update_time,create_time,at,ant,version,time_offset,deviceuuid,pkg_name,max_hr_auto,datauuid
62720071,2024-09-28 18:33:14.494,,62720071,2024-09-28 18:33:14.508,2024-09-28 18:33:14.508,129,170,1,UTC-0700,b4nSrpWupN,com.sec.android.app.shealth,187,64b7b222-44c5-4b72-93c4-e8ccdcee8309,
