com.samsung.health.hrv,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-16 08:00:00.000,,86c20c85-7099-4b24-8230-86a2debd57e1.binning_data.json,62800471,2024-12-16 09:16:34.186,2024-12-16 09:16:34.186,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 09:00:00.000,86c20c85-7099-4b24-8230-86a2debd57e1,
62800471,2024-12-16 09:00:00.000,,d164ec17-1a8c-4392-a251-b7d39ade186d.binning_data.json,62800471,2024-12-16 10:17:44.063,2024-12-16 10:17:44.063,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 10:00:00.000,d164ec17-1a8c-4392-a251-b7d39ade186d,
62800471,2024-12-16 10:00:00.000,,18135ce6-730e-43d2-ba81-2689c3be2da5.binning_data.json,62800471,2024-12-16 11:08:54.932,2024-12-16 11:08:54.932,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 11:00:00.000,18135ce6-730e-43d2-ba81-2689c3be2da5,
62800471,2024-12-16 11:00:00.000,,c570beac-ca68-4fd7-9212-3162e127abb8.binning_data.json,62800471,2024-12-16 12:06:06.302,2024-12-16 12:06:06.302,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 12:00:00.000,c570beac-ca68-4fd7-9212-3162e127abb8,
62800471,2024-12-16 12:00:00.000,,548d78b2-c1c8-4a20-beb3-d37531106852.binning_data.json,62800471,2024-12-16 13:16:46.087,2024-12-16 13:16:46.087,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 13:00:00.000,548d78b2-c1c8-4a20-beb3-d37531106852,
62800471,2024-12-16 13:00:00.000,,21cfc4da-1c7f-49c3-9518-0745a448ece7.binning_data.json,62800471,2024-12-16 14:17:26.212,2024-12-16 14:17:26.212,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 14:00:00.000,21cfc4da-1c7f-49c3-9518-0745a448ece7,
62800471,2024-12-16 14:00:00.000,,ab445490-3719-4c0f-93f9-eb97bb69e6fb.binning_data.json,62800471,2024-12-16 15:16:34.167,2024-12-16 15:16:34.167,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 15:00:00.000,ab445490-3719-4c0f-93f9-eb97bb69e6fb,
62800471,2024-12-16 15:00:00.000,,cbfdf3df-ac09-40ef-8f72-c259a1a45ab4.binning_data.json,62800471,2024-12-16 16:14:52.461,2024-12-16 16:14:52.461,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 16:00:00.000,cbfdf3df-ac09-40ef-8f72-c259a1a45ab4,
62800471,2024-12-16 16:00:00.000,,e8466167-611e-4299-9727-3488598ad30a.binning_data.json,62800471,2024-12-16 16:49:49.054,2024-12-16 16:49:43.501,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-16 16:49:47.770,e8466167-611e-4299-9727-3488598ad30a,
62800471,2024-12-17 05:00:00.000,,46876445-198b-4358-bab6-e50fd0840fb1.binning_data.json,62800471,2024-12-17 06:15:02.199,2024-12-17 06:15:02.199,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-17 06:00:00.000,46876445-198b-4358-bab6-e50fd0840fb1,
