com.samsung.health.movement,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-12 21:00:00.000,,49db42ca-d99d-4efb-97d4-a0b855146d60.binning_data.json,62800471,2024-12-12 22:14:45.137,2024-12-12 21:14:08.049,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-12 21:59:59.999,49db42ca-d99d-4efb-97d4-a0b855146d60,
62800471,2024-12-12 22:00:00.000,,b4059018-0f2f-45f9-9fa1-bd8fb3583a5e.binning_data.json,62800471,2024-12-12 23:15:22.047,2024-12-12 22:14:45.160,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-12 22:59:59.999,b4059018-0f2f-45f9-9fa1-bd8fb3583a5e,
62800471,2024-12-12 23:00:00.000,,4d8cea00-0f20-4a64-b0d9-c577ee1e7b53.binning_data.json,62800471,2024-12-12 23:35:31.172,2024-12-12 23:15:22.055,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-12 23:35:59.999,4d8cea00-0f20-4a64-b0d9-c577ee1e7b53,
62800471,2024-12-13 01:15:00.000,,baab4364-de4f-4486-9a34-a60c5b33ea92.binning_data.json,62800471,2024-12-13 02:16:06.140,2024-12-13 01:35:41.047,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 01:59:59.999,baab4364-de4f-4486-9a34-a60c5b33ea92,
62800471,2024-12-13 02:00:00.000,,e0106f6d-eb11-45db-9637-aa24c9dfe3d3.binning_data.json,62800471,2024-12-13 03:16:44.033,2024-12-13 02:16:06.157,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 02:59:59.999,e0106f6d-eb11-45db-9637-aa24c9dfe3d3,
62800471,2024-12-13 03:00:00.000,,438332e9-23e4-4443-a29a-13ffc4365932.binning_data.json,62800471,2024-12-13 04:17:22.058,2024-12-13 03:16:44.044,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 03:59:59.999,438332e9-23e4-4443-a29a-13ffc4365932,
62800471,2024-12-13 04:00:00.000,,b28485b4-f12c-41b5-abc2-c313909c0bf7.binning_data.json,62800471,2024-12-13 05:17:59.038,2024-12-13 04:17:22.127,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 04:59:59.999,b28485b4-f12c-41b5-abc2-c313909c0bf7,
62800471,2024-12-13 05:00:00.000,,ae04335c-898a-43e0-a757-a01c1ed0496e.binning_data.json,62800471,2024-12-13 06:18:37.040,2024-12-13 05:17:59.048,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 05:59:59.999,ae04335c-898a-43e0-a757-a01c1ed0496e,
62800471,2024-12-13 06:00:00.000,,36050903-9215-4b68-90a6-36b003f7df2f.binning_data.json,62800471,2024-12-13 07:19:15.960,2024-12-13 06:18:37.056,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 06:59:59.999,36050903-9215-4b68-90a6-36b003f7df2f,
62800471,2024-12-13 17:00:00.000,,42486436-735a-488c-a40b-b36aba68c17a.binning_data.json,62800471,2024-12-13 18:15:12.037,2024-12-13 17:14:35.063,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 17:59:59.999,42486436-735a-488c-a40b-b36aba68c17a,
