com.samsung.shealth.program.sleep_coaching.mission,6307003,3
create_sh_ver,answer,priority,modify_sh_ver,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
62670070,null,3,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,16,HB_03,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,7bf61c34-a6b5-4943-9092-47a957de6001,0,
62670070,null,9,62670070,2024-07-13 17:30:18.164,2024-07-13 17:30:18.164,2,13,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,928e49e5-9da3-4f11-868a-b940042ffa5c,0,
62670070,null,9,62670070,2024-07-13 17:30:18.165,2024-07-13 17:30:18.165,2,15,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,38a8f5de-b867-45e5-a36d-319e78795e09,0,
62670070,null,6,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,17,HB_06,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,4406edf8-3363-422e-964b-71656c7fae3d,0,
62670070,null,10,62670070,2024-07-13 17:30:18.165,2024-07-13 17:30:18.165,2,15,HB_10,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,e1a66498-b200-4335-b44c-bc1e273f5196,0,
62670070,null,9,62670070,2024-07-13 17:30:18.165,2024-07-13 17:30:18.165,2,14,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,17af5624-502c-4863-bced-c67a1427185b,0,
62670070,null,3,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,17,HB_03,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,1e7ce738-2e6b-47db-b9a1-86d12bd31214,0,
62670070,null,2,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,16,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,d7d11dd3-a2e2-451b-83f9-fcf26b0a7b14,0,
62670070,null,10,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,17,HB_10,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,e1789288-84d7-4ae1-a5da-d8aebaab01c9,0,
62670070,null,2,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,267305ce-3260-4f4b-abd3-5acbbc0f8b43,0,
62670070,null,11,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_11,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,d31d30c5-c702-46c1-a4f1-5771f2152cb2,0,
62670070,null,11,62670070,2024-07-13 17:30:18.165,2024-07-13 17:30:18.165,2,15,HB_11,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,7a27104f-920d-4662-8d0d-fafd7d5ec10d,0,
62670070,null,2,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,17,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,f35a94cd-f3d5-4164-b821-e45e44c15716,0,
62670070,null,10,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_10,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,447c2fec-ea0a-4738-9d76-df104ccfe7ea,0,
62670070,null,11,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,17,HB_11,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,dd60b476-c776-438b-a39e-8b466b5f0341,0,
62670070,null,10,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,20,HB_10,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,be294997-f535-474c-a22a-f5deb9401a1e,0,
62670070,null,9,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,16,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,6701ad2a-963e-4407-afda-c0786f4ea45e,0,
62670070,null,5,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,17,HB_05,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,07be4f45-3ad7-47d9-a033-50a81f4a715a,0,
62670070,null,11,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,16,HB_11,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,915aaaf0-ed4a-44de-afd4-cc53af4415f1,0,
62670070,null,6,62670070,2024-07-13 17:30:18.166,2024-07-13 17:30:18.166,2,16,HB_06,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,643c7593-6449-40f2-a538-67481209fea0,0,
62670070,null,3,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,20,HB_03,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,d838ad78-c199-46ce-bc8c-3a50580ee8f2,0,
62670070,null,6,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_06,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,a034efad-e546-42bd-a329-a06588c037bd,0,
62670070,null,9,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,3a04f473-1174-4102-b46b-ab381acada9a,0,
62670070,null,5,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_05,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,4a9f8273-7609-4992-a1ce-691550316988,0,
62670070,null,3,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,19,HB_03,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,80a6b783-9633-4ff9-b8f9-eafe0c710539,0,
62670070,null,2,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,19,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,c834d373-7c8d-4dc6-8c45-fe285bc5378d,0,
62670070,null,2,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,20,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,328e3adc-927d-4fb1-a9a1-d1a22e7b5622,0,
62670070,null,11,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,19,HB_11,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,a130567b-2a2e-47fa-a644-2f83632cd25f,0,
62670070,null,9,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,17,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,fe1888de-a57a-414a-aadf-77b334daa4c5,0,
62670070,null,3,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,18,HB_03,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,76563a58-fd85-4c1b-8e80-c672d2b5482d,0,
62670070,null,6,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,19,HB_06,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,94b7ab08-1801-41bc-ab50-d59b2261ddd0,0,
62670070,null,9,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,19,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,d23f47c1-f045-4432-b3cf-dfb5a8e64276,0,
62670070,null,5,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,20,HB_05,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,d422447e-232a-4a50-8e87-d6a6a7c8316a,0,
62670070,null,5,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,19,HB_05,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,63c4a58d-d9b8-403c-8cbc-80a3454a41f3,0,
62670070,null,10,62670070,2024-07-13 17:30:18.167,2024-07-13 17:30:18.167,2,19,HB_10,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,4567a897-c7e2-4bf9-9ce9-24cb287ca65c,0,
62670070,null,9,62670070,2024-07-13 17:30:18.169,2024-07-13 17:30:18.169,2,20,HB_09,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,e5f0bf38-cd61-4d57-a10d-2f7079621b5b,0,
62670070,null,11,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,20,HB_11,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,3894e051-ae52-4acb-b064-e73b9f7e97ef,0,
62670070,null,6,62670070,2024-07-13 17:30:18.168,2024-07-13 17:30:18.168,2,20,HB_06,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,ab8474ee-9e8d-4cfa-9d86-ad5e4ac5a74a,0,
62670070,null,2,62670070,2024-07-17 20:20:55.345,2024-07-13 17:30:18.157,2,2,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,0e8daabf-11b2-4439-90de-aeeab3f22690,3,
62670070,null,2,62670070,2024-07-17 20:20:55.506,2024-07-13 17:30:18.156,2,0,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,1df0589e-b907-4acd-b294-f542378afbf6,3,
62670070,null,5,62660011,2024-07-17 16:43:30.276,2024-07-13 17:30:18.158,2,4,HB_05,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,02f9fc2a-21ae-4c25-aa42-f6fd39a616ad,1,
62670070,null,2,62670070,2024-07-17 20:20:55.088,2024-07-13 17:30:18.158,2,3,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,1cb21abb-322b-4d14-bb03-b170d172312e,3,
62670070,null,2,62670070,2024-07-22 11:01:58.893,2024-07-13 17:30:18.161,2,8,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,fe812c8e-5298-4503-8780-2b2e6e592ddd,3,
62670070,null,2,62670070,2024-07-23 14:57:10.677,2024-07-13 17:30:18.161,2,9,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,fb223ded-232c-45bb-988c-b8abb756f4ec,3,
62670070,null,2,62670070,2024-07-25 14:59:38.023,2024-07-13 17:30:18.162,2,11,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,aab1832f-8b0c-4938-9848-d1dbcf9e308a,3,
62670070,null,2,62670070,2024-07-21 15:29:04.201,2024-07-13 17:30:18.160,2,7,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,c005b06e-ca76-4822-ad42-0624990e2227,3,
62670070,null,2,62670070,2024-07-26 14:21:15.410,2024-07-13 17:30:18.163,2,12,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,934b6dae-fafd-45ef-8928-50ecf08a4106,3,
62670070,null,2,62670070,2024-07-27 10:39:20.100,2024-07-13 17:30:18.164,2,13,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,2687d579-4f80-4369-9db3-d00d66e2fe56,3,
62670070,null,2,62670070,2024-08-01 06:12:34.289,2024-07-13 17:30:18.165,2,15,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,38891d8e-cec3-41d1-af8f-537d68d6a52f,3,
62670070,null,2,62670070,2024-08-01 06:12:34.372,2024-07-13 17:30:18.164,2,14,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,356b4a7c-048f-405b-bd2c-7c42bf7e8218,3,
62670070,null,2,62670070,2024-08-01 06:12:36.172,2024-07-13 17:30:18.162,2,10,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,1,be1bf15d-a712-4720-b630-d99311cacc96,65fd7671-d0f7-4640-bb6e-64b3e94221f1,3,
62670070,null,2,62670070,2024-08-01 06:12:36.271,2024-07-13 17:30:18.160,2,6,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,e969212a-b304-44d5-b3d1-edb8edca2c53,3,
62670070,null,2,62670070,2024-08-01 06:12:36.344,2024-07-13 17:30:18.158,2,4,HB_02,3sHRV5oxWU,com.sec.android.app.shealth,0,be1bf15d-a712-4720-b630-d99311cacc96,4250e690-1e17-4d0e-9cda-e26f06879a1f,3,
