com.samsung.shealth.breathing,6307003,4
duration,create_sh_ver,start_time,exhale_hold_duration,custom,modify_sh_ver,update_time,create_time,exhale_duration,type,cycle,time_offset,deviceuuid,inhale_hold_duration,pkg_name,end_time,datauuid,inhale_duration
300,,2024-07-24 02:37:13.993,,,,2024-07-24 02:37:13.995,2024-07-24 02:37:13.995,,,30,UTC-0700,b4nSrpWupN,,com.sec.android.app.shealth,2024-07-24 02:37:13.993,7337e0d8-c6f8-4b5c-b238-5a557cec35c7,,
