com.samsung.shealth.sleep_goal,6307003,4
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
62670070,62670070,2024-08-04 01:23:11.786,2024-08-04 01:23:11.786,-55800000,25200000,3sHRV5oxWU,com.sec.android.app.shealth,81000000,2024-08-04 01:23:11.764,c3189499-91db-44a3-9067-e528b69a8b85,
63030110,63030110,2025-09-03 16:51:28.992,2025-09-03 16:51:28.992,-59400000,19800000,u104vMWe/c,com.sec.android.app.shealth,79200000,2025-09-03 16:51:28.984,74e10ba3-09a9-4a0f-a915-5d84a32a9313,
